cell	count(cell)	drug	count(drug)	count(cell,drug)	ratio(by drug)	ratio(bycell)
CAMA-1	427	MTOR_5	79	8	0.10126582278481	0.0187353629976581
MDA-MB-361	451	MTOR_5	79	11	0.139240506329114	0.024390243902439
NCI-H23	85	MTOR_5	79	0	0	0
SW780	181	MTOR_5	79	0	0	0
SW48	124	MTOR_5	79	0	0	0
MDA-MB-175-VII	88	MTOR_5	79	5	0.0632911392405063	0.0568181818181818
HT-1376	170	MTOR_5	79	0	0	0
CAL-148	138	MTOR_5	79	0	0	0
KMS-11	19	MTOR_5	79	0	0	0
VM-CUB-1	128	MTOR_5	79	0	0	0
DMS-114	110	MTOR_5	79	0	0	0
SW948	95	MTOR_5	79	0	0	0
HCC1187	189	MTOR_5	79	0	0	0
NCI-H520	111	MTOR_5	79	0	0	0
HCC38	137	MTOR_5	79	0	0	0
MDA-MB-231	140	MTOR_5	79	0	0	0
NCI-H226	79	MTOR_5	79	0	0	0
SW620	106	MTOR_5	79	0	0	0
HCC1500	375	MTOR_5	79	11	0.139240506329114	0.0293333333333333
MDA-MB-468	181	MTOR_5	79	0	0	0
NCI-H358	91	MTOR_5	79	0	0	0
HT-29	84	MTOR_5	79	0	0	0
EVSA-T	35	MTOR_5	79	0	0	0
647-V	191	MTOR_5	79	0	0	0
NCI-H747	110	MTOR_5	79	0	0	0
NCI-H1437	89	MTOR_5	79	0	0	0
HCC1428	136	MTOR_5	79	0	0	0
NCI-H1703	118	MTOR_5	79	0	0	0
HCC1419	262	MTOR_5	79	8	0.10126582278481	0.0305343511450382
NCI-H838	84	MTOR_5	79	0	0	0
NCI-H2170	77	MTOR_5	79	0	0	0
HCT-116	63	MTOR_5	79	0	0	0
NCI-H1563	65	MTOR_5	79	0	0	0
NCI-H1793	91	MTOR_5	79	0	0	0
MCF7	404	MTOR_5	79	8	0.10126582278481	0.0198019801980198
HCC1395	183	MTOR_5	79	0	0	0
NCI-H1299	91	MTOR_5	79	0	0	0
COLO-205	123	MTOR_5	79	0	0	0
UM-UC-3	196	MTOR_5	79	0	0	0
NCI-SNU-16	26	MTOR_5	79	0	0	0
BT-549	139	MTOR_5	79	0	0	0
NCI-H522	88	MTOR_5	79	0	0	0
Calu-6	87	MTOR_5	79	0	0	0
TCCSUP	193	MTOR_5	79	0	0	0
RT4	27	MTOR_5	79	0	0	0
CAL-120	158	MTOR_5	79	0	0	0
DU-4475	125	MTOR_5	79	0	0	0
HCC1954	50	MTOR_5	79	0	0	0
NCI-H2085	90	MTOR_5	79	0	0	0
HCC1937	139	MTOR_5	79	0	0	0
LS-513	123	MTOR_5	79	0	0	0
HCC1569	52	MTOR_5	79	0	0	0
NCI-H1975	91	MTOR_5	79	0	0	0
MFM-223	138	MTOR_5	79	0	0	0
Calu-3	57	MTOR_5	79	0	0	0
BFTC-905	186	MTOR_5	79	0	0	0
J82	195	MTOR_5	79	0	0	0
C32	76	MTOR_5	79	0	0	0
T47D	365	MTOR_5	79	10	0.126582278481013	0.0273972602739726
NCI-H2228	85	MTOR_5	79	0	0	0
A549	87	MTOR_5	79	0	0	0
BT-474	435	MTOR_5	79	10	0.126582278481013	0.0229885057471264
NCI-H3122	70	MTOR_5	79	0	0	0
MDA-MB-157	190	MTOR_5	79	0	0	0
SW900	87	MTOR_5	79	0	0	0
UACC-812	340	MTOR_5	79	8	0.10126582278481	0.0235294117647059
KU-19-19	68	MTOR_5	79	0	0	0
BT-20	192	MTOR_5	79	0	0	0
MDA-MB-436	187	MTOR_5	79	0	0	0
RKO	63	MTOR_5	79	0	0	0
M14	129	MTOR_5	79	0	0	0
T-24	188	MTOR_5	79	0	0	0
NCI-H2291	89	MTOR_5	79	0	0	0
SW837	104	MTOR_5	79	0	0	0
MDA-MB-415	52	MTOR_5	79	0	0	0
VCaP	29	MTOR_5	79	0	0	0
MDA-MB-453	188	MTOR_5	79	0	0	0
HCC1143	136	MTOR_5	79	0	0	0
HCC70	180	MTOR_5	79	0	0	0
CAL-51	140	MTOR_5	79	0	0	0
22RV1	26	MTOR_5	79	0	0	0
HCC1806	140	MTOR_5	79	0	0	0
HT-1197	168	MTOR_5	79	0	0	0
KATOIII	27	FNTA_FNTB	80	0	0	0
Hs-578-T	127	FNTA_FNTB	80	0	0	0
CAMA-1	427	FNTA_FNTB	80	6	0.075	0.0140515222482436
MDA-MB-361	451	FNTA_FNTB	80	11	0.1375	0.024390243902439
NCI-H23	85	FNTA_FNTB	80	0	0	0
SW780	181	FNTA_FNTB	80	0	0	0
SW48	124	FNTA_FNTB	80	0	0	0
MDA-MB-175-VII	88	FNTA_FNTB	80	3	0.0375	0.0340909090909091
HT-1376	170	FNTA_FNTB	80	0	0	0
CAL-148	138	FNTA_FNTB	80	0	0	0
KMS-11	19	FNTA_FNTB	80	0	0	0
VM-CUB-1	128	FNTA_FNTB	80	0	0	0
DMS-114	110	FNTA_FNTB	80	0	0	0
SW948	95	FNTA_FNTB	80	0	0	0
HCC1187	189	FNTA_FNTB	80	0	0	0
NCI-H520	111	FNTA_FNTB	80	0	0	0
HCC38	137	FNTA_FNTB	80	0	0	0
MDA-MB-231	140	FNTA_FNTB	80	0	0	0
NCI-H226	79	FNTA_FNTB	80	0	0	0
SW620	106	FNTA_FNTB	80	0	0	0
HCC1500	375	FNTA_FNTB	80	10	0.125	0.0266666666666667
MDA-MB-468	181	FNTA_FNTB	80	0	0	0
NCI-H358	91	FNTA_FNTB	80	0	0	0
HT-29	84	FNTA_FNTB	80	0	0	0
EVSA-T	35	FNTA_FNTB	80	0	0	0
647-V	191	FNTA_FNTB	80	0	0	0
NCI-H747	110	FNTA_FNTB	80	0	0	0
NCI-H1437	89	FNTA_FNTB	80	0	0	0
HCC1428	136	FNTA_FNTB	80	0	0	0
NCI-H1703	118	FNTA_FNTB	80	0	0	0
HCC1419	262	FNTA_FNTB	80	9	0.1125	0.0343511450381679
NCI-H838	84	FNTA_FNTB	80	0	0	0
NCI-H2170	77	FNTA_FNTB	80	0	0	0
HCT-116	63	FNTA_FNTB	80	0	0	0
NCI-H1563	65	FNTA_FNTB	80	0	0	0
NCI-H1793	91	FNTA_FNTB	80	0	0	0
MCF7	404	FNTA_FNTB	80	10	0.125	0.0247524752475248
HCC1395	183	FNTA_FNTB	80	0	0	0
NCI-H1299	91	FNTA_FNTB	80	0	0	0
COLO-205	123	FNTA_FNTB	80	0	0	0
UM-UC-3	196	FNTA_FNTB	80	0	0	0
NCI-SNU-16	26	FNTA_FNTB	80	0	0	0
BT-549	139	FNTA_FNTB	80	0	0	0
NCI-H522	88	FNTA_FNTB	80	0	0	0
Calu-6	87	FNTA_FNTB	80	0	0	0
TCCSUP	193	FNTA_FNTB	80	0	0	0
RT4	27	FNTA_FNTB	80	0	0	0
CAL-120	158	FNTA_FNTB	80	0	0	0
DU-4475	125	FNTA_FNTB	80	0	0	0
HCC1954	50	FNTA_FNTB	80	0	0	0
NCI-H2085	90	FNTA_FNTB	80	0	0	0
HCC1937	139	FNTA_FNTB	80	0	0	0
LS-513	123	FNTA_FNTB	80	0	0	0
HCC1569	52	FNTA_FNTB	80	0	0	0
NCI-H1975	91	FNTA_FNTB	80	0	0	0
MFM-223	138	FNTA_FNTB	80	0	0	0
Calu-3	57	FNTA_FNTB	80	0	0	0
BFTC-905	186	FNTA_FNTB	80	0	0	0
J82	195	FNTA_FNTB	80	0	0	0
C32	76	FNTA_FNTB	80	0	0	0
T47D	365	FNTA_FNTB	80	9	0.1125	0.0246575342465753
NCI-H2228	85	FNTA_FNTB	80	0	0	0
A549	87	FNTA_FNTB	80	0	0	0
BT-474	435	FNTA_FNTB	80	11	0.1375	0.0252873563218391
NCI-H3122	70	FNTA_FNTB	80	0	0	0
MDA-MB-157	190	FNTA_FNTB	80	0	0	0
SW900	87	FNTA_FNTB	80	0	0	0
UACC-812	340	FNTA_FNTB	80	11	0.1375	0.0323529411764706
KU-19-19	68	FNTA_FNTB	80	0	0	0
BT-20	192	FNTA_FNTB	80	0	0	0
MDA-MB-436	187	FNTA_FNTB	80	0	0	0
RKO	63	FNTA_FNTB	80	0	0	0
M14	129	FNTA_FNTB	80	0	0	0
T-24	188	FNTA_FNTB	80	0	0	0
NCI-H2291	89	FNTA_FNTB	80	0	0	0
SW837	104	FNTA_FNTB	80	0	0	0
MDA-MB-415	52	FNTA_FNTB	80	0	0	0
VCaP	29	FNTA_FNTB	80	0	0	0
MDA-MB-453	188	FNTA_FNTB	80	0	0	0
HCC1143	136	FNTA_FNTB	80	0	0	0
HCC70	180	FNTA_FNTB	80	0	0	0
CAL-51	140	FNTA_FNTB	80	0	0	0
22RV1	26	FNTA_FNTB	80	0	0	0
HCC1806	140	FNTA_FNTB	80	0	0	0
HT-1197	168	FNTA_FNTB	80	0	0	0
KATOIII	27	FOLFOX	61	0	0	0
Hs-578-T	127	FOLFOX	61	0	0	0
CAMA-1	427	FOLFOX	61	0	0	0
MDA-MB-361	451	FOLFOX	61	0	0	0
NCI-H23	85	FOLFOX	61	0	0	0
SW780	181	FOLFOX	61	0	0	0
SW48	124	FOLFOX	61	8	0.131147540983607	0.0645161290322581
MDA-MB-175-VII	88	FOLFOX	61	0	0	0
HT-1376	170	FOLFOX	61	0	0	0
CAL-148	138	FOLFOX	61	0	0	0
KMS-11	19	FOLFOX	61	0	0	0
VM-CUB-1	128	FOLFOX	61	0	0	0
DMS-114	110	FOLFOX	61	0	0	0
SW948	95	FOLFOX	61	3	0.0491803278688525	0.0315789473684211
HCC1187	189	FOLFOX	61	0	0	0
NCI-H520	111	FOLFOX	61	0	0	0
HCC38	137	FOLFOX	61	0	0	0
MDA-MB-231	140	FOLFOX	61	0	0	0
NCI-H226	79	FOLFOX	61	0	0	0
SW620	106	FOLFOX	61	8	0.131147540983607	0.0754716981132075
HCC1500	375	FOLFOX	61	0	0	0
MDA-MB-468	181	FOLFOX	61	0	0	0
NCI-H358	91	FOLFOX	61	0	0	0
HT-29	84	FOLFOX	61	2	0.0327868852459016	0.0238095238095238
EVSA-T	35	FOLFOX	61	0	0	0
647-V	191	FOLFOX	61	0	0	0
NCI-H747	110	FOLFOX	61	9	0.147540983606557	0.0818181818181818
NCI-H1437	89	FOLFOX	61	0	0	0
HCC1428	136	FOLFOX	61	0	0	0
NCI-H1703	118	FOLFOX	61	0	0	0
HCC1419	262	FOLFOX	61	0	0	0
NCI-H838	84	FOLFOX	61	0	0	0
NCI-H2170	77	FOLFOX	61	0	0	0
HCT-116	63	FOLFOX	61	6	0.0983606557377049	0.0952380952380952
NCI-H1563	65	FOLFOX	61	0	0	0
NCI-H1793	91	FOLFOX	61	0	0	0
MCF7	404	FOLFOX	61	0	0	0
HCC1395	183	FOLFOX	61	0	0	0
NCI-H1299	91	FOLFOX	61	0	0	0
COLO-205	123	FOLFOX	61	10	0.163934426229508	0.0813008130081301
UM-UC-3	196	FOLFOX	61	0	0	0
NCI-SNU-16	26	FOLFOX	61	0	0	0
BT-549	139	FOLFOX	61	0	0	0
NCI-H522	88	FOLFOX	61	0	0	0
Calu-6	87	FOLFOX	61	0	0	0
TCCSUP	193	FOLFOX	61	0	0	0
RT4	27	FOLFOX	61	0	0	0
CAL-120	158	FOLFOX	61	0	0	0
DU-4475	125	FOLFOX	61	0	0	0
HCC1954	50	FOLFOX	61	0	0	0
NCI-H2085	90	FOLFOX	61	0	0	0
HCC1937	139	FOLFOX	61	0	0	0
LS-513	123	FOLFOX	61	10	0.163934426229508	0.0813008130081301
HCC1569	52	FOLFOX	61	0	0	0
NCI-H1975	91	FOLFOX	61	0	0	0
MFM-223	138	FOLFOX	61	0	0	0
Calu-3	57	FOLFOX	61	0	0	0
BFTC-905	186	FOLFOX	61	0	0	0
J82	195	FOLFOX	61	0	0	0
C32	76	FOLFOX	61	0	0	0
T47D	365	FOLFOX	61	0	0	0
NCI-H2228	85	FOLFOX	61	0	0	0
A549	87	FOLFOX	61	0	0	0
BT-474	435	FOLFOX	61	0	0	0
NCI-H3122	70	FOLFOX	61	0	0	0
MDA-MB-157	190	FOLFOX	61	0	0	0
SW900	87	FOLFOX	61	0	0	0
UACC-812	340	FOLFOX	61	0	0	0
KU-19-19	68	FOLFOX	61	0	0	0
BT-20	192	FOLFOX	61	0	0	0
MDA-MB-436	187	FOLFOX	61	0	0	0
RKO	63	FOLFOX	61	0	0	0
M14	129	FOLFOX	61	0	0	0
T-24	188	FOLFOX	61	0	0	0
NCI-H2291	89	FOLFOX	61	0	0	0
SW837	104	FOLFOX	61	5	0.0819672131147541	0.0480769230769231
MDA-MB-415	52	FOLFOX	61	0	0	0
VCaP	29	FOLFOX	61	0	0	0
MDA-MB-453	188	FOLFOX	61	0	0	0
HCC1143	136	FOLFOX	61	0	0	0
HCC70	180	FOLFOX	61	0	0	0
CAL-51	140	FOLFOX	61	0	0	0
22RV1	26	FOLFOX	61	0	0	0
HCC1806	140	FOLFOX	61	0	0	0
HT-1197	168	FOLFOX	61	0	0	0
KATOIII	27	PIK3CB	159	0	0	0
Hs-578-T	127	PIK3CB	159	0	0	0
CAMA-1	427	PIK3CB	159	0	0	0
MDA-MB-361	451	PIK3CB	159	0	0	0
NCI-H23	85	PIK3CB	159	5	0.0314465408805031	0.0588235294117647
SW780	181	PIK3CB	159	0	0	0
SW48	124	PIK3CB	159	6	0.0377358490566038	0.0483870967741935
MDA-MB-175-VII	88	PIK3CB	159	0	0	0
HT-1376	170	PIK3CB	159	0	0	0
CAL-148	138	PIK3CB	159	0	0	0
KMS-11	19	PIK3CB	159	0	0	0
VM-CUB-1	128	PIK3CB	159	0	0	0
DMS-114	110	PIK3CB	159	5	0.0314465408805031	0.0454545454545455
SW948	95	PIK3CB	159	4	0.0251572327044025	0.0421052631578947
HCC1187	189	PIK3CB	159	0	0	0
NCI-H520	111	PIK3CB	159	5	0.0314465408805031	0.045045045045045
HCC38	137	PIK3CB	159	0	0	0
MDA-MB-231	140	PIK3CB	159	0	0	0
NCI-H226	79	PIK3CB	159	4	0.0251572327044025	0.0506329113924051
SW620	106	PIK3CB	159	6	0.0377358490566038	0.0566037735849057
HCC1500	375	PIK3CB	159	0	0	0
MDA-MB-468	181	PIK3CB	159	0	0	0
NCI-H358	91	PIK3CB	159	5	0.0314465408805031	0.0549450549450549
HT-29	84	PIK3CB	159	4	0.0251572327044025	0.0476190476190476
EVSA-T	35	PIK3CB	159	0	0	0
647-V	191	PIK3CB	159	0	0	0
NCI-H747	110	PIK3CB	159	6	0.0377358490566038	0.0545454545454545
NCI-H1437	89	PIK3CB	159	5	0.0314465408805031	0.0561797752808989
HCC1428	136	PIK3CB	159	0	0	0
NCI-H1703	118	PIK3CB	159	5	0.0314465408805031	0.0423728813559322
HCC1419	262	PIK3CB	159	0	0	0
NCI-H838	84	PIK3CB	159	5	0.0314465408805031	0.0595238095238095
NCI-H2170	77	PIK3CB	159	5	0.0314465408805031	0.0649350649350649
HCT-116	63	PIK3CB	159	1	0.00628930817610063	0.0158730158730159
NCI-H1563	65	PIK3CB	159	5	0.0314465408805031	0.0769230769230769
NCI-H1793	91	PIK3CB	159	5	0.0314465408805031	0.0549450549450549
MCF7	404	PIK3CB	159	0	0	0
HCC1395	183	PIK3CB	159	0	0	0
NCI-H1299	91	PIK3CB	159	5	0.0314465408805031	0.0549450549450549
COLO-205	123	PIK3CB	159	5	0.0314465408805031	0.040650406504065
UM-UC-3	196	PIK3CB	159	0	0	0
NCI-SNU-16	26	PIK3CB	159	0	0	0
BT-549	139	PIK3CB	159	0	0	0
NCI-H522	88	PIK3CB	159	5	0.0314465408805031	0.0568181818181818
Calu-6	87	PIK3CB	159	5	0.0314465408805031	0.0574712643678161
TCCSUP	193	PIK3CB	159	0	0	0
RT4	27	PIK3CB	159	0	0	0
CAL-120	158	PIK3CB	159	0	0	0
DU-4475	125	PIK3CB	159	0	0	0
HCC1954	50	PIK3CB	159	0	0	0
NCI-H2085	90	PIK3CB	159	5	0.0314465408805031	0.0555555555555556
HCC1937	139	PIK3CB	159	0	0	0
LS-513	123	PIK3CB	159	5	0.0314465408805031	0.040650406504065
HCC1569	52	PIK3CB	159	0	0	0
NCI-H1975	91	PIK3CB	159	5	0.0314465408805031	0.0549450549450549
MFM-223	138	PIK3CB	159	0	0	0
Calu-3	57	PIK3CB	159	4	0.0251572327044025	0.0701754385964912
BFTC-905	186	PIK3CB	159	0	0	0
J82	195	PIK3CB	159	0	0	0
C32	76	PIK3CB	159	5	0.0314465408805031	0.0657894736842105
T47D	365	PIK3CB	159	0	0	0
NCI-H2228	85	PIK3CB	159	5	0.0314465408805031	0.0588235294117647
A549	87	PIK3CB	159	5	0.0314465408805031	0.0574712643678161
BT-474	435	PIK3CB	159	0	0	0
NCI-H3122	70	PIK3CB	159	5	0.0314465408805031	0.0714285714285714
MDA-MB-157	190	PIK3CB	159	0	0	0
SW900	87	PIK3CB	159	5	0.0314465408805031	0.0574712643678161
UACC-812	340	PIK3CB	159	0	0	0
KU-19-19	68	PIK3CB	159	0	0	0
BT-20	192	PIK3CB	159	0	0	0
MDA-MB-436	187	PIK3CB	159	0	0	0
RKO	63	PIK3CB	159	3	0.0188679245283019	0.0476190476190476
M14	129	PIK3CB	159	0	0	0
T-24	188	PIK3CB	159	0	0	0
NCI-H2291	89	PIK3CB	159	5	0.0314465408805031	0.0561797752808989
SW837	104	PIK3CB	159	6	0.0377358490566038	0.0576923076923077
MDA-MB-415	52	PIK3CB	159	0	0	0
VCaP	29	PIK3CB	159	0	0	0
MDA-MB-453	188	PIK3CB	159	0	0	0
HCC1143	136	PIK3CB	159	0	0	0
HCC70	180	PIK3CB	159	0	0	0
CAL-51	140	PIK3CB	159	0	0	0
22RV1	26	PIK3CB	159	0	0	0
HCC1806	140	PIK3CB	159	0	0	0
HT-1197	168	PIK3CB	159	0	0	0
KATOIII	27	AR_1	11	0	0	0
Hs-578-T	127	AR_1	11	0	0	0
CAMA-1	427	AR_1	11	0	0	0
MDA-MB-361	451	AR_1	11	0	0	0
NCI-H23	85	AR_1	11	0	0	0
SW780	181	AR_1	11	0	0	0
SW48	124	AR_1	11	0	0	0
MDA-MB-175-VII	88	AR_1	11	0	0	0
HT-1376	170	AR_1	11	0	0	0
CAL-148	138	AR_1	11	0	0	0
KMS-11	19	AR_1	11	0	0	0
VM-CUB-1	128	AR_1	11	0	0	0
DMS-114	110	AR_1	11	0	0	0
SW948	95	AR_1	11	0	0	0
HCC1187	189	AR_1	11	0	0	0
NCI-H520	111	AR_1	11	0	0	0
HCC38	137	AR_1	11	0	0	0
MDA-MB-231	140	AR_1	11	0	0	0
NCI-H226	79	AR_1	11	0	0	0
SW620	106	AR_1	11	0	0	0
HCC1500	375	AR_1	11	0	0	0
MDA-MB-468	181	AR_1	11	0	0	0
NCI-H358	91	AR_1	11	0	0	0
HT-29	84	AR_1	11	0	0	0
EVSA-T	35	AR_1	11	0	0	0
647-V	191	AR_1	11	0	0	0
NCI-H747	110	AR_1	11	0	0	0
NCI-H1437	89	AR_1	11	0	0	0
HCC1428	136	AR_1	11	0	0	0
NCI-H1703	118	AR_1	11	0	0	0
HCC1419	262	AR_1	11	0	0	0
NCI-H838	84	AR_1	11	0	0	0
NCI-H2170	77	AR_1	11	0	0	0
HCT-116	63	AR_1	11	0	0	0
NCI-H1563	65	AR_1	11	0	0	0
NCI-H1793	91	AR_1	11	0	0	0
MCF7	404	AR_1	11	0	0	0
HCC1395	183	AR_1	11	0	0	0
NCI-H1299	91	AR_1	11	0	0	0
COLO-205	123	AR_1	11	0	0	0
UM-UC-3	196	AR_1	11	0	0	0
NCI-SNU-16	26	AR_1	11	0	0	0
BT-549	139	AR_1	11	0	0	0
NCI-H522	88	AR_1	11	0	0	0
Calu-6	87	AR_1	11	0	0	0
TCCSUP	193	AR_1	11	0	0	0
RT4	27	AR_1	11	0	0	0
CAL-120	158	AR_1	11	0	0	0
DU-4475	125	AR_1	11	0	0	0
HCC1954	50	AR_1	11	0	0	0
NCI-H2085	90	AR_1	11	0	0	0
HCC1937	139	AR_1	11	0	0	0
LS-513	123	AR_1	11	0	0	0
HCC1569	52	AR_1	11	0	0	0
NCI-H1975	91	AR_1	11	0	0	0
MFM-223	138	AR_1	11	0	0	0
Calu-3	57	AR_1	11	0	0	0
BFTC-905	186	AR_1	11	0	0	0
J82	195	AR_1	11	0	0	0
C32	76	AR_1	11	0	0	0
T47D	365	AR_1	11	0	0	0
NCI-H2228	85	AR_1	11	0	0	0
A549	87	AR_1	11	0	0	0
BT-474	435	AR_1	11	0	0	0
NCI-H3122	70	AR_1	11	0	0	0
MDA-MB-157	190	AR_1	11	0	0	0
SW900	87	AR_1	11	0	0	0
UACC-812	340	AR_1	11	0	0	0
KU-19-19	68	AR_1	11	0	0	0
BT-20	192	AR_1	11	0	0	0
MDA-MB-436	187	AR_1	11	0	0	0
RKO	63	AR_1	11	0	0	0
M14	129	AR_1	11	0	0	0
T-24	188	AR_1	11	0	0	0
NCI-H2291	89	AR_1	11	0	0	0
SW837	104	AR_1	11	0	0	0
MDA-MB-415	52	AR_1	11	0	0	0
VCaP	29	AR_1	11	5	0.454545454545455	0.172413793103448
MDA-MB-453	188	AR_1	11	0	0	0
HCC1143	136	AR_1	11	0	0	0
HCC70	180	AR_1	11	0	0	0
CAL-51	140	AR_1	11	0	0	0
22RV1	26	AR_1	11	6	0.545454545454545	0.230769230769231
HCC1806	140	AR_1	11	0	0	0
HT-1197	168	AR_1	11	0	0	0
KATOIII	27	gSEC	72	0	0	0
Hs-578-T	127	gSEC	72	0	0	0
CAMA-1	427	gSEC	72	4	0.0555555555555556	0.00936768149882904
MDA-MB-361	451	gSEC	72	11	0.152777777777778	0.024390243902439
NCI-H23	85	gSEC	72	0	0	0
SW780	181	gSEC	72	0	0	0
SW48	124	gSEC	72	0	0	0
MDA-MB-175-VII	88	gSEC	72	3	0.0416666666666667	0.0340909090909091
HT-1376	170	gSEC	72	0	0	0
CAL-148	138	gSEC	72	0	0	0
KMS-11	19	gSEC	72	0	0	0
VM-CUB-1	128	gSEC	72	0	0	0
DMS-114	110	gSEC	72	0	0	0
SW948	95	gSEC	72	0	0	0
HCC1187	189	gSEC	72	0	0	0
NCI-H520	111	gSEC	72	0	0	0
HCC38	137	gSEC	72	0	0	0
MDA-MB-231	140	gSEC	72	0	0	0
NCI-H226	79	gSEC	72	0	0	0
SW620	106	gSEC	72	0	0	0
HCC1500	375	gSEC	72	11	0.152777777777778	0.0293333333333333
MDA-MB-468	181	gSEC	72	0	0	0
NCI-H358	91	gSEC	72	0	0	0
HT-29	84	gSEC	72	0	0	0
EVSA-T	35	gSEC	72	0	0	0
647-V	191	gSEC	72	0	0	0
NCI-H747	110	gSEC	72	0	0	0
NCI-H1437	89	gSEC	72	0	0	0
HCC1428	136	gSEC	72	0	0	0
NCI-H1703	118	gSEC	72	0	0	0
HCC1419	262	gSEC	72	5	0.0694444444444444	0.0190839694656489
NCI-H838	84	gSEC	72	0	0	0
NCI-H2170	77	gSEC	72	0	0	0
HCT-116	63	gSEC	72	0	0	0
NCI-H1563	65	gSEC	72	0	0	0
NCI-H1793	91	gSEC	72	0	0	0
MCF7	404	gSEC	72	9	0.125	0.0222772277227723
HCC1395	183	gSEC	72	0	0	0
NCI-H1299	91	gSEC	72	0	0	0
COLO-205	123	gSEC	72	0	0	0
UM-UC-3	196	gSEC	72	0	0	0
NCI-SNU-16	26	gSEC	72	0	0	0
BT-549	139	gSEC	72	0	0	0
NCI-H522	88	gSEC	72	0	0	0
Calu-6	87	gSEC	72	0	0	0
TCCSUP	193	gSEC	72	0	0	0
RT4	27	gSEC	72	0	0	0
CAL-120	158	gSEC	72	0	0	0
DU-4475	125	gSEC	72	0	0	0
HCC1954	50	gSEC	72	0	0	0
NCI-H2085	90	gSEC	72	0	0	0
HCC1937	139	gSEC	72	0	0	0
LS-513	123	gSEC	72	0	0	0
HCC1569	52	gSEC	72	0	0	0
NCI-H1975	91	gSEC	72	0	0	0
MFM-223	138	gSEC	72	0	0	0
Calu-3	57	gSEC	72	0	0	0
BFTC-905	186	gSEC	72	0	0	0
J82	195	gSEC	72	0	0	0
C32	76	gSEC	72	0	0	0
T47D	365	gSEC	72	10	0.138888888888889	0.0273972602739726
NCI-H2228	85	gSEC	72	0	0	0
A549	87	gSEC	72	0	0	0
BT-474	435	gSEC	72	11	0.152777777777778	0.0252873563218391
NCI-H3122	70	gSEC	72	0	0	0
MDA-MB-157	190	gSEC	72	0	0	0
SW900	87	gSEC	72	0	0	0
UACC-812	340	gSEC	72	8	0.111111111111111	0.0235294117647059
KU-19-19	68	gSEC	72	0	0	0
BT-20	192	gSEC	72	0	0	0
MDA-MB-436	187	gSEC	72	0	0	0
RKO	63	gSEC	72	0	0	0
M14	129	gSEC	72	0	0	0
T-24	188	gSEC	72	0	0	0
NCI-H2291	89	gSEC	72	0	0	0
SW837	104	gSEC	72	0	0	0
MDA-MB-415	52	gSEC	72	0	0	0
VCaP	29	gSEC	72	0	0	0
MDA-MB-453	188	gSEC	72	0	0	0
HCC1143	136	gSEC	72	0	0	0
HCC70	180	gSEC	72	0	0	0
CAL-51	140	gSEC	72	0	0	0
22RV1	26	gSEC	72	0	0	0
HCC1806	140	gSEC	72	0	0	0
HT-1197	168	gSEC	72	0	0	0
KATOIII	27	MAP2K_1	1193	0	0	0
Hs-578-T	127	MAP2K_1	1193	18	0.0150880134115675	0.141732283464567
CAMA-1	427	MAP2K_1	1193	44	0.0368818105616094	0.103044496487119
MDA-MB-361	451	MAP2K_1	1193	40	0.0335289186923722	0.0886917960088692
NCI-H23	85	MAP2K_1	1193	4	0.00335289186923722	0.0470588235294118
SW780	181	MAP2K_1	1193	14	0.0117351215423303	0.0773480662983425
SW48	124	MAP2K_1	1193	21	0.0176026823134954	0.169354838709677
MDA-MB-175-VII	88	MAP2K_1	1193	14	0.0117351215423303	0.159090909090909
HT-1376	170	MAP2K_1	1193	14	0.0117351215423303	0.0823529411764706
CAL-148	138	MAP2K_1	1193	18	0.0150880134115675	0.130434782608696
KMS-11	19	MAP2K_1	1193	0	0	0
VM-CUB-1	128	MAP2K_1	1193	16	0.0134115674769489	0.125
DMS-114	110	MAP2K_1	1193	4	0.00335289186923722	0.0363636363636364
SW948	95	MAP2K_1	1193	19	0.0159262363788768	0.2
HCC1187	189	MAP2K_1	1193	22	0.0184409052808047	0.116402116402116
NCI-H520	111	MAP2K_1	1193	4	0.00335289186923722	0.036036036036036
HCC38	137	MAP2K_1	1193	18	0.0150880134115675	0.131386861313869
MDA-MB-231	140	MAP2K_1	1193	18	0.0150880134115675	0.128571428571429
NCI-H226	79	MAP2K_1	1193	4	0.00335289186923722	0.0506329113924051
SW620	106	MAP2K_1	1193	17	0.0142497904442582	0.160377358490566
HCC1500	375	MAP2K_1	1193	33	0.027661357921207	0.088
MDA-MB-468	181	MAP2K_1	1193	22	0.0184409052808047	0.121546961325967
NCI-H358	91	MAP2K_1	1193	4	0.00335289186923722	0.043956043956044
HT-29	84	MAP2K_1	1193	17	0.0142497904442582	0.202380952380952
EVSA-T	35	MAP2K_1	1193	3	0.00251466890192791	0.0857142857142857
647-V	191	MAP2K_1	1193	16	0.0134115674769489	0.0837696335078534
NCI-H747	110	MAP2K_1	1193	20	0.0167644593461861	0.181818181818182
NCI-H1437	89	MAP2K_1	1193	4	0.00335289186923722	0.0449438202247191
HCC1428	136	MAP2K_1	1193	18	0.0150880134115675	0.132352941176471
NCI-H1703	118	MAP2K_1	1193	4	0.00335289186923722	0.0338983050847458
HCC1419	262	MAP2K_1	1193	27	0.0226320201173512	0.103053435114504
NCI-H838	84	MAP2K_1	1193	4	0.00335289186923722	0.0476190476190476
NCI-H2170	77	MAP2K_1	1193	4	0.00335289186923722	0.051948051948052
